3.804295348506776087e+00 -2.300618271512451685e+00 -5.359974941471132848e-01 1.605314466614730315e-16 5.544480607782960035e+00
4.664212920983785260e+00 -2.810401903679387914e+00 -5.333939939420773158e-01 5.208408150018519617e-03 5.501940019912857416e+00
5.526844029622657750e+00 -3.315742902635287148e+00 -5.255848483010018279e-01 1.041222161746828238e-02 5.459265191939717710e+00
6.394902210585250657e+00 -3.812198635169113725e+00 -5.125762349339965107e-01 1.560051595081949835e-02 5.416321883760504718e+00
7.271101000033429074e+00 -4.295326468069830206e+00 -4.943854668641334271e-01 2.074981718412796661e-02 5.372975855272181356e+00
8.158183156057233987e+00 -4.760358580490390956e+00 -4.696015266957991874e-01 3.047253880036291523e-02 5.295702886799960929e+00
9.059286970688226859e+00 -5.198125568409394326e+00 -4.327508163424377829e-01 4.312844310139507531e-02 5.197065486890429575e+00
9.977835202487199240e+00 -5.596292425672903192e+00 -3.831652606344195799e-01 5.592539482457390548e-02 5.096518571202085290e+00
1.091725685911506183e+01 -5.942454604853788958e+00 -3.208271176988866102e-01 6.849371124437249325e-02 4.993686790752434490e+00
1.188071230954238011e+01 -6.224284480169282041e+00 -2.469102777459483145e-01 7.713265755845462313e-02 4.927974998653978034e+00
1.286552163286099493e+01 -6.431126726652562908e+00 -1.659993065500796061e-01 8.391017920718013556e-02 4.899014556742493198e+00
1.386334665256094922e+01 -6.553946196700637827e+00 -7.754800946906174886e-02 9.222538375771043018e-02 4.869671360210328537e+00
1.486561697174093055e+01 -6.583774236387712975e+00 1.962259785113559113e-02 1.016492143464241132e-01 4.840197440060584277e+00
1.586395480625716026e+01 -6.512724337009294651e+00 1.213557682028625351e-01 9.656743264306152930e-02 4.932655434870739874e+00
1.685221863778133411e+01 -6.345473873981244850e+00 2.118332344772256015e-01 8.397644654326341662e-02 5.084600579201341120e+00
1.782570834443492558e+01 -6.094798337818818190e+00 2.902403209246815496e-01 7.216942811566350036e-02 5.234274208108416815e+00
1.877974776677917390e+01 -5.773607845839780595e+00 3.574785933463831000e-01 6.161702476115685223e-02 5.380957364064463455e+00
1.970995452683555627e+01 -5.394586947415523248e+00 4.150477277374389207e-01 5.358182485733150452e-02 5.527980097886980637e+00
2.061601758262666451e+01 -4.967294184918968902e+00 4.650424940162820597e-01 4.616662719915023277e-02 5.673613557365929871e+00
2.150060191987122238e+01 -4.499003080915461972e+00 5.074545201276987605e-01 3.856202980778099948e-02 5.815794696316946677e+00
2.236644047778362321e+01 -3.996934982688590043e+00 5.422386358130699691e-01 3.095052466408738934e-02 5.954962785925181024e+00
2.321626619557824966e+01 -3.468311237521942925e+00 5.694369911498802228e-01 2.341416702524190888e-02 6.091557097375780216e+00
2.405280419564401129e+01 -2.919823002902203868e+00 5.904679621838557768e-01 1.865437213278018508e-02 6.184990462083628238e+00
2.487874733455958065e+01 -2.355972951563576778e+00 6.067445419765625791e-01 1.389405397702854136e-02 6.276808406863176870e+00
2.569678014490368056e+01 -1.780699166450977255e+00 6.182558349416941157e-01 9.127102073496080534e-03 6.367746981044748011e+00
2.650958715924573994e+01 -1.197939729879873072e+00 6.250012186166057360e-01 4.362472355171368929e-03 6.458104617113104240e+00
2.731985291015519124e+01 -6.116327241657341096e-01 6.269826614015923116e-01 -4.002072515809607339e-04 6.548179747553008134e+00
2.813001087426320623e+01 -2.532931126688413997e-02 6.256896429835641094e-01 -1.954249160427769076e-03 6.523353232739308005e+00
2.894124684077677756e+01 5.593422476552141198e-01 6.230831285547215881e-01 -3.258910069826773549e-03 6.489552063686057970e+00
2.975435973878083473e+01 1.141349909388101436e+00 6.191722971509885376e-01 -4.563036773803067978e-03 6.455672689916511331e+00
3.057014837935666662e+01 1.719661812583189731e+00 6.139578671752055072e-01 -5.865683927075674049e-03 6.421681827960116884e+00
3.138941157358556566e+01 2.293246095891891656e+00 6.074412976044648582e-01 -7.165559308571191333e-03 6.387546194346326978e+00
3.221302248392154866e+01 2.860919133108684065e+00 5.989004347619777402e-01 -1.055564205959120400e-02 6.303815360200148099e+00
3.304264324882417725e+01 3.419886852568432722e+00 5.861763661939385361e-01 -1.488517614952434252e-02 6.197402153249434775e+00
3.388041138446763512e+01 3.966384849063941509e+00 5.691175894654262324e-01 -1.922423268604617208e-02 6.089943905136028235e+00
3.472847094708885152e+01 4.496635367914395331e+00 5.477198301473548137e-01 -2.356013899150296784e-02 5.981165603577561996e+00
3.558896599292475571e+01 5.006860654438976432e+00 5.219924863844397356e-01 -2.786397120755029419e-02 5.870792236291671351e+00
3.646386943452091600e+01 5.493272413012939559e+00 4.922343972703553949e-01 -3.147594969787486513e-02 5.796535501667804624e+00
3.735393960410041814e+01 5.952007540561904619e+00 4.589426089855482283e-01 -3.503251123503806769e-02 5.729817381694950917e+00
3.825940952540490514e+01 6.379170579636034510e+00 4.220499580451371746e-01 -3.867377952809479547e-02 5.661944922976394068e+00
3.918051012659456944e+01 6.770865943716133373e+00 3.814950348718337825e-01 -4.235809468157337304e-02 5.592900815536783199e+00
4.011746338670283052e+01 7.123210083756855937e+00 3.374049084924726216e-01 -4.493701214839618957e-02 5.545532030366346454e+00
4.106967746221491922e+01 7.433414123727491329e+00 2.924759543570184528e-01 -4.480458173187725629e-02 5.556417569361199682e+00
4.203510723404964722e+01 7.700643989106501053e+00 2.475987930064400822e-01 -4.481005513279405494e-02 5.567454187804849575e+00
4.301155710325863879e+01 7.924268015898177531e+00 2.026472776732569647e-01 -4.495299989043528149e-02 5.578616786007441597e+00
4.399683147089346846e+01 8.103654540106813187e+00 1.574960471546855700e-01 -4.523148489731215749e-02 5.589880264279122102e+00
4.498878585038771405e+01 8.238535415797953121e+00 1.132582143189498347e-01 -4.274528047526340857e-02 5.643515433029531181e+00
